order_id,customer_id,product_id,order_date,ship_date,region,ship_mode,quantity,unit_price,discount,sales_amount
ORD003022,CUST00388,PROD0033,04-01-2022,10-01-2022,North America,First Class,2,336.59,0,673.18
ORD001594,CUST00234,PROD0049,28-12-2024,04-01-2025,Europe,Same Day,6,221.36,0,1328.16
ORD002417,CUST00123,PROD0074,19-08-2022,24-08-2022,Europe,First Class,7,76.23,0.15,453.57
ORD001810,CUST00220,PROD0053,21-07-2023,28-07-2023,Asia Pacific,Standard Class,10,457.67,0,4576.7
ORD002267,CUST00181,PROD0036,19-11-2023,22-11-2023,North America,Standard Class,6,239.9,0,1439.4
ORD002332,CUST00260,PROD0046,07-11-2024,12-11-2024,North America,Standard Class,1,156.09,0.1,140.48
ORD003051,CUST00538,PROD0091,16-03-2023,21-03-2023,Europe,Standard Class,6,595.15,0.1,3213.81
ORD001798,CUST00120,PROD0036,07-09-2022,09-09-2022,Europe,First Class,3,239.9,0.1,647.73
ORD001164,CUST00887,PROD0025,18-01-2022,22-01-2022,Asia Pacific,Second Class,3,109.89,0,329.67
ORD001023,CUST00825,PROD0042,24-07-2024,31-07-2024,Europe,Second Class,10,48.23,0.05,458.18
ORD001619,CUST00350,PROD0062,30-07-2024,01-08-2024,Asia Pacific,Second Class,9,41.13,0.15,314.64
ORD001690,CUST00972,PROD0037,04-02-2023,07-02-2023,Latin America,Second Class,7,517.48,0,3622.36
ORD002363,CUST00575,PROD0001,09-12-2024,14-12-2024,North America,Second Class,7,276.1,0.2,1546.16
ORD000369,CUST00454,PROD0013,24-11-2023,25-11-2023,Asia Pacific,Standard Class,3,142.31,0.15,362.89
ORD000057,CUST00801,PROD0066,18-04-2022,22-04-2022,North America,Standard Class,2,339.91,0.2,543.86
ORD003165,CUST00912,PROD0056,02-10-2022,06-10-2022,Asia Pacific,First Class,7,35.09,0,245.63
ORD001406,CUST00090,PROD0102,19-11-2023,25-11-2023,Asia Pacific,Second Class,4,86.56,0.15,294.3
ORD002549,CUST00944,PROD0059,24-02-2023,28-02-2023,North America,Standard Class,6,278.67,0.1,1504.82
ORD002074,CUST00962,PROD0079,01-09-2023,03-09-2023,Europe,Standard Class,10,301.9,0,3019
ORD001833,CUST00371,PROD0009,31-03-2024,02-04-2024,Latin America,Second Class,8,232.46,0,1859.68
ORD000505,CUST00534,PROD0107,01-09-2024,02-09-2024,Europe,Standard Class,2,565.5,0.05,1074.45
ORD000076,CUST00441,PROD0042,11-03-2024,15-03-2024,Asia Pacific,Standard Class,8,48.23,0.15,327.96
ORD001281,CUST00323,PROD0099,21-06-2022,22-06-2022,Latin America,Standard Class,3,330.98,0.1,893.65
ORD001627,CUST00242,PROD0023,14-03-2022,18-03-2022,Latin America,Standard Class,2,454.27,0,908.54
ORD003066,CUST00020,PROD0045,18-01-2022,22-01-2022,Latin America,Standard Class,5,62.78,0,313.9
ORD001379,CUST00899,PROD0006,12-11-2022,17-11-2022,Europe,Standard Class,4,111.99,0.1,403.16
ORD001134,CUST00200,PROD0065,08-02-2023,13-02-2023,Asia Pacific,Same Day,4,47.55,0,190.2
ORD001390,CUST00802,PROD0047,06-05-2024,07-05-2024,North America,Second Class,8,41.92,0.05,318.59
ORD000931,CUST00361,PROD0027,04-10-2024,05-10-2024,North America,Standard Class,,152.85,0.1,1238.08
ORD001657,CUST00894,PROD0045,31-05-2023,01-06-2023,North America,Standard Class,7,62.78,0.1,395.51
ORD002413,CUST00967,PROD0049,13-10-2024,15-10-2024,North America,Second Class,10,221.36,0,2213.6
ORD000139,CUST00313,PROD0103,15-04-2023,18-04-2023,Asia Pacific,Standard Class,3,350.94,0,1052.82
ORD001767,CUST00908,PROD0088,21-09-2024,23-09-2024,Europe,Standard Class,10,409.08,0.15,3477.18
ORD002816,CUST00289,PROD0097,04-06-2024,07-06-2024,Latin America,Standard Class,4,497.68,0.2,1592.58
ORD002384,CUST00337,PROD0031,05-05-2024,08-05-2024,Europe,Standard Class,4,51.38,0,205.52
ORD000955,CUST00354,PROD0014,29-01-2022,05-02-2022,Europe,Standard Class,1,6.03,0,6.03
ORD001528,CUST00245,PROD0025,02-01-2023,08-01-2023,North America,Second Class,1,109.89,0,109.89
ORD001567,CUST00767,PROD0002,20-08-2024,24-08-2024,Europe,Standard Class,7,368.56,0.2,2063.94
ORD001856,CUST00383,PROD0048,03-06-2022,04-06-2022,Latin America,First Class,5,164.65,0.05,782.09
ORD001036,CUST00329,PROD0070,02-02-2023,04-02-2023,Asia Pacific,Second Class,4,289.02,0.05,1098.28
ORD000294,CUST00003,PROD0061,11-06-2022,15-06-2022,Asia Pacific,First Class,4,546.36,0,2185.44
ORD002165,CUST00212,PROD0074,01-10-2022,06-10-2022,Latin America,Same Day,8,76.23,0,609.84
ORD000898,CUST00350,PROD0038,27-09-2024,02-10-2024,Latin America,Second Class,8,197,0.15,1339.6
ORD000095,CUST00766,PROD0081,24-02-2024,29-02-2024,Latin America,Standard Class,7,29.84,0.2,167.1
ORD001185,CUST00545,PROD0046,23-11-2024,24-11-2024,Latin America,First Class,2,156.09,0,312.18
ORD001434,CUST00774,PROD0094,24-11-2024,28-11-2024,Latin America,First Class,4,585.09,0.15,1989.31
ORD001128,CUST00451,PROD0105,03-08-2022,04-08-2022,Asia Pacific,Standard Class,1,492.55,0,492.55
ORD002248,CUST00421,PROD0016,21-08-2022,23-08-2022,Asia Pacific,Second Class,8,100.98,0.1,727.06
ORD000970,CUST00011,PROD0106,08-10-2022,13-10-2022,Asia Pacific,Same Day,9,516.83,0,4651.47
ORD001471,CUST00792,PROD0067,14-12-2023,20-12-2023,Latin America,First Class,10,40.64,0.15,345.44
ORD001151,CUST00992,PROD0088,04-06-2023,07-06-2023,North America,Second Class,9,409.08,0,3681.72
ORD001295,CUST00808,PROD0010,05-01-2024,12-01-2024,Asia Pacific,Standard Class,9,101.95,0.2,734.04
ORD000993,CUST00416,PROD0076,26-10-2022,30-10-2022,Europe,Same Day,1,393.52,0.1,354.17
ORD002358,CUST00856,PROD0036,31-08-2023,02-09-2023,Latin America,Same Day,8,239.9,0.1,1727.28
ORD000745,CUST00219,PROD0082,03-05-2023,07-05-2023,North America,Same Day,2,542.12,0,1084.24
ORD002703,CUST00856,PROD0080,13-07-2022,14-07-2022,North America,Standard Class,6,91.3,0.1,493.02
ORD002102,CUST00060,PROD0016,16-09-2024,18-09-2024,North America,First Class,10,100.98,0,1009.8
ORD001971,CUST00926,PROD0067,12-05-2024,15-05-2024,Latin America,Standard Class,4,40.64,0.15,138.18
ORD000880,CUST00694,PROD0073,11-07-2023,17-07-2023,Asia Pacific,Standard Class,9,171.97,0,1547.73
ORD001463,CUST00589,PROD0030,23-12-2023,28-12-2023,Europe,Standard Class,10,360.73,0.15,3066.2
ORD003028,CUST00286,PROD0045,18-09-2022,21-09-2022,North America,Standard Class,1,62.78,0,62.78
ORD000412,CUST00434,PROD0051,07-06-2022,11-06-2022,Asia Pacific,Second Class,6,222.91,0,1337.46
ORD002244,CUST00955,PROD0013,19-08-2024,20-08-2024,Asia Pacific,First Class,5,142.31,0.2,569.24
ORD000924,CUST00440,PROD0096,17-07-2023,19-07-2023,Latin America,Standard Class,5,343.31,0,1716.55
ORD002117,CUST00161,PROD0026,30-09-2022,04-10-2022,North America,Second Class,6,413.69,0.2,1985.71
ORD002183,CUST00133,PROD0083,19-10-2023,25-10-2023,Europe,Standard Class,8,14.31,0,114.48
ORD000667,CUST00984,PROD0084,04-09-2024,06-09-2024,Asia Pacific,Standard Class,10,435.65,0,4356.5
ORD000447,CUST00312,PROD0024,18-04-2022,23-04-2022,Asia Pacific,Second Class,1,261.68,0,261.68
ORD000105,CUST00909,PROD0035,11-04-2022,15-04-2022,North America,Same Day,6,540.44,0.15,2756.24
ORD000323,CUST00335,PROD0116,21-11-2024,24-11-2024,Asia Pacific,Same Day,5,155.74,0.15,661.89
ORD002525,CUST00947,PROD0106,27-03-2024,02-04-2024,North America,Same Day,1,516.83,0,516.83
ORD002999,CUST00261,PROD0090,21-08-2023,22-08-2023,Latin America,Standard Class,10,309.43,0.1,2784.87
ORD002218,CUST00801,PROD0069,06-07-2022,12-07-2022,North America,Second Class,2,519.47,0.05,986.99
ORD001713,CUST00042,PROD0034,15-09-2023,19-09-2023,North America,Standard Class,9,552.82,0.2,3980.3
ORD000447,CUST00312,PROD0024,18-04-2022,23-04-2022,Asia Pacific,Second Class,1,261.68,0,261.68
ORD000744,CUST00500,PROD0063,21-10-2023,27-10-2023,Latin America,Standard Class,9,219.88,0.15,1682.08
ORD001984,CUST00038,PROD0059,04-10-2022,08-10-2022,Latin America,Standard Class,8,278.67,0,2229.36
ORD002686,CUST00255,PROD0082,31-10-2024,03-11-2024,Latin America,Second Class,9,542.12,0.2,3903.26
ORD002105,CUST00359,PROD0087,01-04-2024,06-04-2024,North America,Standard Class,7,563.97,0,3947.79
ORD001011,CUST00886,PROD0075,01-06-2023,05-06-2023,Latin America,First Class,4,112.08,0,448.32
ORD002223,CUST00521,PROD0012,25-07-2024,28-07-2024,North America,Standard Class,8,250.39,0.15,1702.65
ORD001408,CUST00993,PROD0043,16-05-2022,18-05-2022,Latin America,First Class,7,470.55,0,3293.85
ORD001794,CUST00878,PROD0079,20-03-2023,21-03-2023,North America,Same Day,9,301.9,0,2717.1
ORD000582,CUST00286,PROD0082,03-12-2023,08-12-2023,Europe,First Class,3,542.12,0.05,1545.04
ORD001320,CUST00500,PROD0018,27-12-2024,02-01-2025,Asia Pacific,Standard Class,3,43.23,0.2,103.75
ORD002849,CUST00181,PROD0045,10-12-2024,11-12-2024,Asia Pacific,Standard Class,1,62.78,0,62.78
ORD002694,CUST00348,PROD0088,03-03-2024,08-03-2024,North America,Standard Class,9,409.08,0.05,3497.63
ORD001064,CUST00091,PROD0096,18-07-2024,19-07-2024,Asia Pacific,Standard Class,10,343.31,0.05,3261.44
ORD002588,CUST00369,PROD0080,11-08-2024,12-08-2024,Europe,Second Class,2,91.3,0.05,173.47
ORD000579,CUST00191,PROD0104,24-10-2022,29-10-2022,Europe,Standard Class,2,256.59,0.2,410.54
ORD002622,CUST00168,PROD0095,10-12-2023,11-12-2023,Latin America,Second Class,3,247.15,0.15,630.23
ORD000450,CUST00644,PROD0031,30-12-2023,02-01-2024,Asia Pacific,Standard Class,5,51.38,0,256.9
ORD002898,CUST00565,PROD0106,27-02-2024,01-03-2024,Europe,Standard Class,10,516.83,0.15,4393.06
ORD001226,CUST00327,PROD0103,11-09-2023,17-09-2023,Latin America,Second Class,10,350.94,0,3509.4
ORD000330,CUST00404,PROD0071,19-10-2024,22-10-2024,Europe,Same Day,5,567.98,0.15,2413.91
ORD001563,CUST00567,PROD0037,20-06-2023,23-06-2023,Asia Pacific,Standard Class,4,517.48,0,2069.92
ORD003198,CUST00496,PROD0089,01-02-2023,07-02-2023,Europe,Standard Class,8,143.69,0.05,1092.04
ORD000896,CUST00046,PROD0112,28-02-2023,05-03-2023,Europe,Second Class,10,229.22,0,2292.2
ORD002682,CUST00713,PROD0077,14-03-2023,19-03-2023,North America,Standard Class,3,19.56,0.2,46.94
ORD000248,CUST00800,PROD0110,30-07-2024,04-08-2024,Europe,Standard Class,2,453.31,0,906.62
ORD000385,CUST00615,PROD0070,23-06-2023,25-06-2023,North America,Same Day,6,289.02,0.2,1387.3
ORD003152,CUST00699,PROD0003,14-07-2024,16-07-2024,Europe,Same Day,10,456.37,0,4563.7
ORD002368,CUST00836,PROD0087,22-06-2024,,Latin America,First Class,2,563.97,0,1127.94
ORD001762,CUST00648,PROD0040,10-02-2023,16-02-2023,Asia Pacific,Same Day,7,513.73,0.05,3416.3
ORD002515,CUST00801,PROD0035,30-05-2022,03-06-2022,Asia Pacific,Second Class,,540.44,0,1621.32
ORD002383,CUST00184,PROD0065,10-12-2022,13-12-2022,North America,Same Day,10,47.55,0.2,380.4
ORD002908,CUST00922,PROD0077,11-08-2022,18-08-2022,Asia Pacific,Second Class,4,19.56,0.2,62.59
ORD002839,CUST00636,PROD0044,08-11-2024,12-11-2024,Europe,Standard Class,4,112.46,0.15,382.36
ORD000077,CUST00068,PROD0022,04-01-2023,06-01-2023,Asia Pacific,Second Class,1,390.44,0.1,351.4
ORD002121,CUST00002,PROD0088,07-01-2022,13-01-2022,Europe,Same Day,10,409.08,0,4090.8
ORD001421,CUST00021,PROD0065,06-10-2023,12-10-2023,Asia Pacific,Standard Class,5,47.55,0.15,202.09
ORD002510,CUST00577,PROD0054,14-10-2024,15-10-2024,North America,Second Class,4,532.54,0.1,1917.14
ORD002856,CUST00886,PROD0001,26-01-2023,31-01-2023,Latin America,Standard Class,2,276.1,0,552.2
ORD001691,CUST00615,PROD0017,13-02-2024,18-02-2024,Latin America,Standard Class,8,257.88,0.2,1650.43
ORD001072,CUST00686,PROD0035,20-06-2024,27-06-2024,Latin America,Standard Class,10,540.44,0.1,4863.96
ORD001949,CUST00882,PROD0056,01-12-2022,,North America,Standard Class,8,35.09,0.05,266.68
ORD001183,CUST00807,PROD0087,07-12-2024,13-12-2024,Europe,Second Class,7,563.97,0.1,3553.01
ORD001476,CUST00776,PROD0006,23-08-2022,25-08-2022,North America,Second Class,7,111.99,0.2,627.14
ORD002062,CUST00274,PROD0082,18-06-2022,25-06-2022,Latin America,Standard Class,6,542.12,0,3252.72
ORD002817,CUST00863,PROD0030,04-02-2023,06-02-2023,North America,First Class,10,360.73,0.1,3246.57
ORD000982,CUST00356,PROD0005,11-08-2024,14-08-2024,Latin America,Standard Class,7,410.11,0.15,2440.15
ORD002261,CUST00525,PROD0072,21-02-2022,25-02-2022,Asia Pacific,Standard Class,8,380.44,0,3043.52
ORD000529,CUST00853,PROD0090,11-04-2024,16-04-2024,Asia Pacific,Standard Class,5,309.43,0.2,1237.72
ORD002270,CUST00713,PROD0015,02-05-2023,08-05-2023,North America,Second Class,5,208.86,0.1,939.87
ORD003043,CUST00058,PROD0001,24-05-2024,28-05-2024,North America,Second Class,6,276.1,0,1656.6
ORD001427,CUST00534,PROD0059,25-09-2024,01-10-2024,North America,Second Class,5,278.67,0,1393.35
ORD001316,CUST00992,PROD0080,11-06-2024,15-06-2024,North America,Standard Class,,91.3,0,547.8
ORD001228,CUST00504,PROD0113,03-11-2023,09-11-2023,Europe,Same Day,9,270.53,0.15,2069.55
ORD001930,CUST00337,PROD0068,19-06-2024,22-06-2024,Asia Pacific,Second Class,7,147.64,0,1033.48
ORD002801,CUST00858,PROD0100,19-03-2022,21-03-2022,Europe,First Class,1,160.34,0,160.34
ORD001265,CUST00415,PROD0046,05-02-2023,09-02-2023,Europe,Standard Class,5,156.09,0.05,741.43
ORD000194,CUST00127,PROD0085,30-08-2023,31-08-2023,Latin America,Standard Class,6,174.68,0,1048.08
ORD001777,CUST00916,PROD0018,02-02-2024,06-02-2024,Latin America,Standard Class,1,43.23,0,43.23
ORD000220,CUST00641,PROD0109,15-08-2023,18-08-2023,North America,Standard Class,7,15.42,0.05,102.54
ORD000942,CUST00873,PROD0064,22-02-2022,27-02-2022,Asia Pacific,First Class,2,562.27,0,1124.54
ORD002970,CUST00577,PROD0095,20-06-2023,26-06-2023,Asia Pacific,Second Class,2,247.15,0.1,444.87
ORD002200,CUST00069,PROD0085,15-11-2023,18-11-2023,Europe,Standard Class,6,174.68,0.15,890.87
ORD000087,CUST00344,PROD0028,14-05-2022,20-05-2022,Asia Pacific,Standard Class,6,21.47,0.1,115.94
ORD000714,CUST00708,PROD0013,02-06-2023,07-06-2023,North America,Second Class,7,142.31,0.1,896.55
ORD003050,CUST00858,PROD0077,27-08-2024,29-08-2024,Asia Pacific,Second Class,9,19.56,0,176.04
ORD001870,CUST00807,PROD0037,17-11-2022,22-11-2022,North America,Standard Class,3,517.48,0.15,1319.57
ORD001001,CUST00468,PROD0112,20-07-2022,24-07-2022,Europe,First Class,3,229.22,0.2,550.13
ORD002775,CUST00966,PROD0040,02-06-2023,03-06-2023,Asia Pacific,Same Day,4,513.73,0.05,1952.17
ORD000943,CUST00581,PROD0048,09-12-2023,10-12-2023,Europe,Second Class,6,164.65,0,987.9
ORD000585,CUST00927,PROD0068,06-05-2023,07-05-2023,North America,Standard Class,4,147.64,0,590.56
ORD001496,CUST00022,PROD0047,09-12-2024,13-12-2024,Asia Pacific,Second Class,2,41.92,0.2,67.07
ORD002807,CUST00862,PROD0059,24-02-2024,27-02-2024,North America,Standard Class,10,278.67,0.1,2508.03
ORD000605,CUST00338,PROD0072,12-10-2024,13-10-2024,North America,Second Class,6,380.44,0,2282.64
ORD002625,CUST00060,PROD0055,03-06-2022,10-06-2022,North America,Standard Class,1,222.38,0.05,211.26
ORD002078,CUST00878,PROD0071,24-04-2024,25-04-2024,Asia Pacific,Second Class,1,567.98,0,567.98
ORD001318,CUST00243,PROD0106,19-12-2024,22-12-2024,North America,Standard Class,9,516.83,0.15,3953.75
ORD003162,CUST00566,PROD0096,13-06-2023,15-06-2023,Asia Pacific,Standard Class,1,343.31,0,343.31
ORD001811,CUST00304,PROD0050,06-12-2024,07-12-2024,Asia Pacific,Standard Class,7,224.78,0.1,1416.11
ORD001608,CUST00748,PROD0091,02-12-2023,03-12-2023,Europe,Standard Class,9,595.15,0.15,4552.9
ORD002205,CUST00878,PROD0075,12-04-2024,19-04-2024,Latin America,Second Class,6,112.08,0.15,571.61
ORD001358,CUST00160,PROD0003,06-04-2023,12-04-2023,Latin America,Standard Class,3,456.37,0.1,1232.2
ORD001690,CUST00972,PROD0037,04-02-2023,07-02-2023,Latin America,Second Class,7,517.48,0,3622.36
ORD001512,CUST00368,PROD0084,10-11-2024,15-11-2024,North America,Standard Class,6,435.65,0.15,2221.81
ORD002131,CUST00241,PROD0105,12-05-2023,19-05-2023,North America,Standard Class,7,492.55,0.2,2758.28
ORD000818,CUST00965,PROD0039,11-05-2022,14-05-2022,Latin America,First Class,8,498.11,0.1,3586.39
ORD001086,CUST00121,PROD0039,12-11-2024,13-11-2024,Latin America,Standard Class,6,498.11,0.05,2839.23
ORD002125,CUST00604,PROD0032,15-02-2022,22-02-2022,North America,Second Class,2,48.7,0,97.4
ORD000333,CUST00164,PROD0006,18-09-2023,21-09-2023,North America,Standard Class,6,111.99,0.1,604.75
ORD003070,CUST00321,PROD0047,17-04-2022,18-04-2022,Europe,First Class,5,41.92,0.2,167.68
ORD002420,CUST00442,PROD0018,04-04-2023,09-04-2023,North America,Standard Class,8,43.23,0.1,311.26
ORD001618,CUST00837,PROD0022,16-10-2024,21-10-2024,North America,Second Class,9,390.44,,2811.17
ORD001584,CUST00109,PROD0088,27-05-2022,03-06-2022,Latin America,First Class,5,409.08,0.2,1636.32
ORD002400,CUST00247,PROD0003,17-08-2024,18-08-2024,Europe,Standard Class,7,456.37,0.15,2715.4
ORD000094,CUST00568,PROD0033,16-06-2023,17-06-2023,Europe,Standard Class,10,336.59,0.2,2692.72
ORD001747,CUST00284,PROD0029,02-09-2022,04-09-2022,Latin America,Second Class,8,159.41,0.1,1147.75
ORD000509,CUST00431,PROD0108,19-07-2024,23-07-2024,Asia Pacific,First Class,9,264.17,0,2377.53
ORD002692,CUST00924,PROD0068,02-02-2022,07-02-2022,North America,Second Class,3,147.64,0.05,420.77
ORD000514,CUST00792,PROD0047,14-08-2024,21-08-2024,Europe,Standard Class,8,41.92,0,335.36
ORD002316,CUST00647,PROD0006,16-04-2024,18-04-2024,Latin America,,10,111.99,0,1119.9
ORD002882,CUST00313,PROD0050,31-10-2024,05-11-2024,North America,Second Class,7,224.78,0.05,1494.79
ORD001257,CUST00790,PROD0080,20-11-2024,25-11-2024,North America,Standard Class,2,91.3,0.1,164.34
ORD002998,CUST00896,PROD0035,25-04-2022,01-05-2022,Latin America,Standard Class,9,540.44,0.2,3891.17
ORD001112,CUST00250,PROD0056,30-06-2023,02-07-2023,North America,Second Class,7,35.09,0,245.63
ORD000702,CUST00355,PROD0109,21-10-2023,27-10-2023,North America,Second Class,8,15.42,0.2,98.69
ORD001339,CUST00955,PROD0075,30-10-2022,03-11-2022,Europe,First Class,1,112.08,0,112.08
ORD002637,CUST00129,PROD0051,16-10-2023,17-10-2023,Latin America,Second Class,2,222.91,0,445.82
ORD002736,CUST00663,PROD0097,23-06-2022,25-06-2022,North America,First Class,1,497.68,0.1,447.91
ORD002177,CUST00212,PROD0003,27-02-2024,01-03-2024,Asia Pacific,First Class,2,456.37,0.1,821.47
ORD001333,CUST00727,PROD0065,12-10-2024,19-10-2024,North America,Same Day,5,47.55,0.15,202.09
ORD002215,CUST00926,PROD0040,04-05-2024,09-05-2024,Latin America,First Class,2,513.73,0,1027.46
ORD001024,CUST00259,PROD0102,19-04-2024,22-04-2024,Asia Pacific,Second Class,3,86.56,0.15,220.73
ORD002497,CUST00552,PROD0105,08-04-2022,15-04-2022,Europe,Second Class,,492.55,0,4432.95
ORD000035,CUST00688,PROD0074,06-12-2023,07-12-2023,Asia Pacific,Second Class,1,76.23,0,76.23
ORD000129,CUST00937,PROD0082,15-11-2022,21-11-2022,Asia Pacific,Second Class,2,542.12,0,1084.24
ORD000831,CUST00917,PROD0014,04-02-2023,11-02-2023,Europe,Standard Class,3,6.03,0.15,15.38
ORD001797,CUST00104,PROD0021,08-01-2023,13-01-2023,Latin America,Standard Class,4,563.08,0.1,2027.09
ORD001820,CUST00646,PROD0018,04-08-2024,07-08-2024,Latin America,Standard Class,1,43.23,0.2,34.58
ORD002175,CUST00256,PROD0097,23-03-2022,26-03-2022,Latin America,Second Class,3,497.68,0.15,1269.08
ORD001862,CUST00663,PROD0096,04-06-2024,10-06-2024,North America,Second Class,10,343.31,0.15,2918.13
ORD000201,CUST00018,PROD0055,01-11-2022,04-11-2022,Europe,Standard Class,1,222.38,0,222.38
ORD002257,CUST00104,PROD0062,18-05-2023,22-05-2023,Asia Pacific,Second Class,4,41.13,0.1,148.07
ORD000315,CUST00756,PROD0005,05-05-2023,10-05-2023,North America,Standard Class,1,410.11,0,410.11
ORD000152,CUST00008,PROD0098,20-06-2024,21-06-2024,Asia Pacific,Standard Class,4,365.96,0,1463.84
ORD002255,CUST00910,PROD0116,20-10-2022,24-10-2022,North America,Standard Class,5,155.74,0,778.7
ORD000422,CUST00396,PROD0042,24-04-2024,28-04-2024,North America,Standard Class,4,48.23,0,192.92
ORD001111,CUST00147,PROD0044,23-04-2022,25-04-2022,Europe,Second Class,9,112.46,0.05,961.53
ORD002374,CUST00652,PROD0080,29-03-2024,04-04-2024,Asia Pacific,Second Class,3,91.3,0.2,219.12
ORD002878,CUST00753,PROD0083,10-01-2022,11-01-2022,Latin America,Standard Class,9,14.31,0.2,103.03
ORD002985,CUST00972,PROD0070,19-02-2023,20-02-2023,Europe,Standard Class,4,289.02,,1098.28
ORD001904,CUST00127,PROD0020,15-12-2022,19-12-2022,Asia Pacific,Standard Class,1,391.71,0,391.71
ORD001543,CUST00285,PROD0099,21-08-2022,27-08-2022,North America,Same Day,2,330.98,0.1,595.76
ORD002159,CUST00339,PROD0006,24-12-2024,26-12-2024,Europe,Standard Class,4,111.99,0,447.96
ORD000600,CUST00550,PROD0012,05-01-2023,09-01-2023,Europe,,6,250.39,0.1,1352.11
ORD000552,CUST00599,PROD0108,26-08-2024,31-08-2024,Europe,First Class,9,264.17,0,2377.53
ORD000425,CUST00570,PROD0048,02-05-2024,08-05-2024,Latin America,Standard Class,9,164.65,0,1481.85
ORD001446,CUST00762,PROD0115,13-11-2024,20-11-2024,Europe,Second Class,6,264.42,0.1,1427.87
ORD002893,CUST00054,PROD0004,31-05-2024,02-06-2024,Asia Pacific,Standard Class,6,503.13,0,3018.78
ORD000101,CUST00545,PROD0027,27-07-2024,28-07-2024,Asia Pacific,Standard Class,6,152.85,0.15,779.53
ORD001917,CUST00253,PROD0044,30-12-2023,01-01-2024,North America,Standard Class,2,112.46,0.1,202.43
ORD000845,CUST00841,PROD0031,02-12-2022,04-12-2022,Latin America,First Class,2,51.38,0.2,82.21
ORD002972,CUST00113,PROD0102,26-11-2023,01-12-2023,Asia Pacific,Standard Class,3,86.56,0.2,207.74
ORD002465,CUST00871,PROD0087,14-01-2023,18-01-2023,North America,Standard Class,10,563.97,0.1,5075.73
ORD001768,CUST00228,PROD0089,30-07-2022,05-08-2022,Europe,Standard Class,10,143.69,0.1,1293.21
ORD001531,CUST00033,PROD0105,21-10-2023,24-10-2023,North America,Standard Class,7,492.55,0.15,2930.67
ORD000089,CUST00738,PROD0016,05-04-2022,11-04-2022,Europe,First Class,5,100.98,0.2,403.92
ORD002056,CUST00340,PROD0053,13-01-2022,18-01-2022,Europe,Standard Class,7,457.67,0,3203.69
ORD000048,CUST00901,PROD0013,01-04-2023,08-04-2023,North America,Standard Class,7,142.31,0.15,846.74
ORD002583,CUST00623,PROD0053,30-08-2022,02-09-2022,Asia Pacific,Second Class,7,457.67,0.05,3043.51
ORD003019,CUST00820,PROD0046,30-08-2023,02-09-2023,Latin America,Standard Class,6,156.09,0,936.54
ORD000951,CUST00346,PROD0029,13-09-2023,14-09-2023,North America,Same Day,3,159.41,0.15,406.5
ORD003004,CUST00512,PROD0052,22-12-2022,28-12-2022,Europe,Standard Class,5,524.08,0.2,2096.32
ORD002142,CUST00090,PROD0091,27-05-2024,29-05-2024,Latin America,Standard Class,2,595.15,0.1,1071.27
ORD000922,CUST00591,PROD0098,27-11-2024,30-11-2024,Asia Pacific,Same Day,1,365.96,0,365.96
ORD000378,CUST00826,PROD0058,08-10-2024,09-10-2024,North America,Second Class,6,265.81,0,1594.86
ORD002334,CUST00868,PROD0060,28-01-2022,01-02-2022,North America,Standard Class,2,245.79,0.15,417.84
ORD000414,CUST00638,PROD0014,28-01-2024,30-01-2024,Latin America,,6,6.03,0.15,30.75
ORD001638,CUST00870,PROD0116,25-07-2022,27-07-2022,North America,Standard Class,3,155.74,0,467.22
ORD001895,CUST00615,PROD0094,15-07-2024,16-07-2024,Europe,Standard Class,5,585.09,0.15,2486.63
ORD001268,CUST00496,PROD0076,08-07-2024,09-07-2024,Asia Pacific,Standard Class,9,393.52,0,3541.68
ORD001259,CUST00239,PROD0049,29-05-2023,04-06-2023,Asia Pacific,Second Class,2,221.36,0.05,420.58
ORD001187,CUST00928,PROD0002,26-05-2024,02-06-2024,Asia Pacific,Standard Class,5,368.56,0.1,1658.52
ORD001908,CUST00570,PROD0011,10-05-2022,15-05-2022,Latin America,Standard Class,8,168.15,0.1,1210.68
ORD001736,CUST00993,PROD0002,27-03-2022,01-04-2022,Latin America,Second Class,7,368.56,0.05,2450.92
ORD001048,CUST00220,PROD0009,14-06-2023,17-06-2023,North America,Second Class,1,232.46,0,232.46
ORD001263,CUST00492,PROD0061,13-07-2024,19-07-2024,Europe,Standard Class,1,546.36,0,546.36
ORD002103,CUST00548,PROD0098,02-03-2024,08-03-2024,Asia Pacific,First Class,8,365.96,0,2927.68
ORD000131,CUST00034,PROD0083,27-12-2024,29-12-2024,Asia Pacific,Second Class,8,14.31,0,114.48
ORD000379,CUST00002,PROD0061,25-08-2024,29-08-2024,Europe,Second Class,7,546.36,0.05,3633.29
ORD000413,CUST00388,PROD0009,20-12-2024,21-12-2024,North America,Second Class,10,232.46,0.1,2092.14
ORD000611,CUST00498,PROD0068,14-04-2022,17-04-2022,North America,Standard Class,8,147.64,0.1,1063.01
ORD001152,CUST00100,PROD0004,06-06-2023,10-06-2023,North America,Standard Class,4,503.13,0.05,1911.89
ORD000015,CUST00630,PROD0103,25-08-2024,26-08-2024,North America,Second Class,4,350.94,0.05,1333.57
ORD000396,CUST00817,PROD0090,21-04-2023,24-04-2023,North America,,7,309.43,0.05,2057.71
ORD000403,CUST00148,PROD0047,22-02-2024,29-02-2024,Europe,Standard Class,5,41.92,0.2,167.68
